,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
7329,2,As the counterweight began to rise the elevator began to what into the mine?,rise,A. park,B. reduce,C. descend,D. fall,E. set
7330,3,"If you're standing in queue for something you can't do anything about it, you just what?",standing in queue,A. become impatient,B. impatience,C. spit watermelon seeds at others,D. will have to wait,E. look around
7331,4,Where would you get a chain if you do not have one?,chain,A. tow truck,B. bicycle,C. motorbike,D. chain link fence,E. jewelry store
7332,3,Why is a person eating hamburger that is not cooked likely to become ill?,eating hamburger,A. being full,B. to fill the stomach,C. heartburn,D. food poisoning,E. gas
7333,4,"The people danced to the music, what was the music like for them?",music,A. soothing,B. vocal or instrumental,C. loud,D. universal,E. enjoyable
7334,1,Where is a man likely to keep his sunglasses?,sunglasses,A. drugstore,B. shirt pocket,C. purse,D. jeans pocket,E. bag
7335,2,"Where could you find more than one ticket office, of different types?",ticket office,A. humans,B. movie theaters,C. city,D. opera house,E. train station
7336,3,"He never used window cleaner on his screen, he had heard it wasn't good for cleaning his computer's what?",screen,A. theatre,B. movies,C. drive in movie,D. monitor,E. closet
7337,1,What do you do when your friend needs someone to help them move next week?,friend,A. rely on,B. promise to help,C. pretend to be busy,D. offer to help,E. write letter
7338,4,Who is likely to use a comb?,comb,A. medicine cabinet,B. trashcan,C. suitcase,D. pocket,E. barber shop
7339,1,Where would you put a board game after you finish using it?,board game,A. den,B. shelf,C. house,D. toy store,E. closet
7340,1,"The person wanted to share his knowledge, so what did he do?",person,A. show emotion,B. teach another,C. work for free,D. jaywalk,E. thank god
7341,2,Finding information requires what other than research materials?,finding information,A. internet,B. ask questions,C. time,D. searching for,E. logic
7342,2,Where would you find a head that does not move?,head,A. submarine,B. human body,C. morgue,D. movie theater,E. hat shop
7343,4,What can be the result of having an unhealthy lunch?,having lunch,A. become tired,B. spending money,C. obesity,D. obesity,E. heartburn
7344,4,"If a restaurant want to serve spirits appropriately, what does it likely require?",decanter,A. kitchen cupboard,B. ghosts,C. brewery,D. chemistry lab,E. restaurant
7345,2,Where would someone find it odd to discover bread?,bread,A. dinner,B. supermarket,C. refrigerator,D. car,E. jail
7346,4,"While working he injured himself, his coworker said he should do what more?",working,A. accomplishment,B. complain,C. concentration,D. take a vacation,E. pay attention
7347,1,"His system wouldn't boot, he decided to buy a whole new one where?",system,A. place,B. computer store,C. computer science,D. human body,E. online
7348,0,The audience recognized the filming location.  Where might it have been filmed?,audience,A. new york,B. america,C. theatre,D. movies,E. school
7349,2,"The man practiced his communicating skills before the large event, he was new to the city and planned on doing what?",communicating,A. exchange information,B. people to think,C. making friends,D. talking with others,E. transfer of information
7350,2,Where might I find a mailbox and also buy stamps?,mailbox,A. front yard,B. street corner,C. post office,D. school,E. apartment complex
7351,0,"All the siblings just kept reproducing with their husbands and wives, this led to a what?",reproducing,A. larger family,B. problems,C. offspring,D. fun,E. birth
7352,1,What mineral is dug up to smelt in to iron?,mineral,A. earth,B. ore,C. saline,D. multivitamin,E. michigan
7353,1,In what area is the use of an air conditioner more common?,air conditioner,A. shower,B. south,C. house,D. home,E. office building
7354,4,Where does a marmoset feel safest?,marmoset,A. wilderness,B. rainforest,C. mountains,D. swamp,E. burrow
7355,4,Where can a television be stored and hidden?,television,A. apartment,B. living room,C. bedroom,D. kitchen,E. cabinet
7356,3,Surprising a baby while playing peek-a-boo will cause them to what?,surprising,A. humor,B. funny,C. fight,D. laughter,E. jump
7357,2,Sam listened for instructions from the ground on the radio.  Where might have Sam been?,radio,A. school,B. shop,C. space shuttle,D. train,E. bedroom
7358,2,"My uncle was getting a divorce, where did he leave?",uncle,A. most families,B. act in loco parentis,C. aunt's house,D. grandmas,E. older generation
7359,4,What can be done to ice in order to give it a desired shape?,ice,A. antarctica,B. sculptured,C. shaped,D. melted,E. carved
7360,2,What does jumping rope make you?,jumping rope,A. active,B. being happy,C. become tired,D. sweating,E. sense of rhythm
7361,1,Mold on what will lead to a smelly room?,mold,A. make-up kit,B. carpet,C. fridge,D. refrigerator,E. cellar
7362,2,A person tickling someone else knows they are getting close to a very ticklish spot when they start to hear what sound?,tickling,A. itchiness,B. nausea,C. giggling,D. laughing,E. yelling
7363,4,Sarah filled the thing with peanuts.  What did she fill with peanuts?,peanuts,A. ballpark,B. box,C. container,D. carnival,E. jar
7364,0,What would a human do if they want to get to a store that he or she can see?,human,A. cross road,B. see around,C. drink coffee,D. dream dreams,E. think critically
7365,3,"She found the trend quite odd, but it seemed that this was the new what?",odd,A. even,B. common,C. regular,D. normal,E. thing to do
7366,1,Awaking in the middle of the night may cause what?,awaking,A. depression,B. irritability,C. shock,D. discomfort,E. alertness
7367,3,What is one word people use to describe puppies?,puppy,A. soft,B. kennel,C. very cute,D. cute,E. one choice for pet
7368,2,Old refrigerators can often be stored where when not in use?,refrigerator,A. in sub jail,B. home,C. garage,D. food,E. apartment
7369,3,WHy do young people like to driving car?,driving car,A. to cook food.,B. listen to radio,C. concentrate,D. have fun,E. change gears
7370,2,If you must remember facts for a test you must do what while studying?,remember,A. not forget,B. know,C. concentrate,D. memorize,E. fry up badger fillets
7371,3,What do you have to be to run after ball fast?,run after ball,A. look first,B. have legs,C. obese,D. not fat,E. catching
7372,3,Why would you like to listen to someone playing violin?,playing violin,A. magic,B. sadness,C. loud noises,D. relaxation,E. making music
7373,0,What do parents encourage kids to do when they experience boredom?,boredom,A. read book,B. travel,C. sleep,D. play chess,E. falling down
7374,2,Why would someone be unable to walk in a line after getting drunk?,getting drunk,A. pass out,B. fever,C. stumbling,D. forgetfulness,E. death
7375,1,Why do you create art?,create art,A. creative,B. express yourself,C. inspires,D. feeling of accomplishment,E. have fun
7376,1,They say a person should do what if they want something sweet and healthy?,person,A. order fries,B. eat fruit,C. feel stupid,D. water garden,E. catch cold
7377,1,James wanted to know the truth because questions were weighing on him.  Learning would give him what?,truth,A. lies,B. free mind,C. work to advantage,D. further knowledge,E. matter to
7378,1,You'll likely have a kitchenette in what place where you sleep away from home?,kitchenette,A. house,B. hotel room,C. apartment,D. allen key,E. dormroom
7379,1,"The hare traveled fast but got cocky, so though the tortoise traveled how it won the race?",fast,A. low,B. slowly,C. slowly,D. lightly,E. behind
7380,0,Joe began setting the cup on the table after Bill asked him to do what to it?,setting cup on table,A. put down,B. picks up,C. water mark,D. noise,E. put on his head
7381,0,Attending church and praying are examples of what?,praying,A. religiosity,B. peacefulness,C. relief,D. feeling better,E. feel better
7382,4,How do people trade for services or goods?,people,A. shoot each other  out of a cannon,B. feel cold,C. become old,D. talk to each other,E. use money
7383,4,Where can a child go to get in lines with other children?,child,A. mother's womb,B. the dmv,C. orphanage,D. most homes,E. school
7384,2,Why would you go to a bathroom after drinking alcohol?,drinking alcohol,A. disorientation,B. having sex,C. throwing up,D. check makeup,E. frequent urination
7385,3,What would happen if you win after playing a game?,playing,A. injuries,B. disappointment,C. getting tired,D. satisfaction,E. competitiveness
7386,4,"The bird is young and still nesting, what is it likely to do soon?",bird,A. spread wings,B. learn to fly,C. squawk,D. swim,E. attempt to fly
7387,3,In a lot of Asian restaurants food is eaten in a?,food,A. fork,B. zoo,C. spoon,D. bowl,E. kitchen
7388,3,What is the closest place to eat when you are not out on the town?,place to eat,A. serving drinks,B. food court,C. shopping center,D. own house,E. downtown
7389,3,John saw a pair of disembodied lips floating towards him.  He was hypnotized by their what?,lips,A. teeth,B. body,C. human face,D. motion,E. faces
7390,3,If someone doesn't want to move where they live they are often said to want to what?,move,A. stay still,B. sit still,C. don't move,D. stay put,E. standing still
7391,3,"The two were wrestling, having fun and what?",having fun,A. making things,B. hug,C. kiss,D. playing around,E. constructing
7392,0,She had taken her ring from her finger and placed it on the windowsill so she wouldn't get it wet while she was in what?,ring,A. bath tub,B. finger,C. windowsill,D. wedding ceremony,E. a coma
7393,1,What do people do when they are in a fight?,people,A. facing each other,B. get angry,C. kiss,D. gather together,E. learn from each other
7394,0,What can insects jump through?,insects,A. air,B. field,C. rock,D. log,E. water
7395,0,Too many people driving causes what?,driving,A. traffic jams,B. transportation,C. traffic accident,D. freeway,E. moving
7396,0,"They said they started what at first sight, well before their first kiss?",kiss,A. falling in love,B. fall in love,C. smile,D. embrace,E. asking questions
