,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
3121,3121,3,What can judging something wrong lead to?,judging,A. eat cake,B. responsibility,C. resentment,D. controversy,E. go to jail
1410,1410,3,Where would you go to see a sword?,sword,A. container called scabbard,B. school,C. collection,D. museum,E. sheath
1593,1593,2,A monkey with a knife was spotted picking bananas from a tree.  Where might that monkey have been?,monkey,A. nigeria,B. brazil,C. south american country,D. rain forest,E. works
4818,4818,4,What is the best place to store a pen?,pen,A. office supply store,B. walmart,C. classroom,D. neighbor's house,E. desk drawer
3341,3341,1,What is the purpose of a basketball court?,basketball court,A. city,B. use,C. los angeles,D. soccer,E. sports arena
4798,4798,3,"If you're printing on a printer, someone might notice because of what?",printing on printer,A. printed matter,B. use paper,C. michigan,D. noise,E. queue
2295,2295,3,"I am looking for a gift for someone I barely know, where do I look?",gift,A. specialty store,B. christmas tree,C. lost and found,D. department store,E. party
3936,3936,4,"Jealousy led to the best contestant actually having scorecards lower, afterwards the what was investigated for their score given?",jealousy,A. love else,B. wage war,C. ocean,D. compete,E. judge
4962,4962,2,"He seemed to be putting too much stock in the date, even though it wasn't shaggy he went to what?",date,A. wait for,B. dress nice,C. go for haircut,D. bathe,E. shave
1107,1107,2,What method does someone use to get the best price when buying products?,buying products,A. bankruptcy,B. loss of money,C. comparison shopping,D. overstocking,E. play games
2010,2010,3,Hurting someone else may cause what consequences for the offender?,hurting else,A. success,B. sadness,C. hurt feelings,D. legal problems,E. public outcry
4316,4316,1,"Billy loved choose, but he didn't put it on his meal because he was watching his weight. He even used a low fat what?",cheese,A. lot of fat,B. salad dressing,C. strong odor,D. age to get better,E. age well
3221,3221,1,What institution are you trying to dissolve if you're getting a divorce?,getting divorce,A. court,B. marriage,C. being married,D. two people,E. lawyer
321,321,1,Where is known to always have snow?,snow,A. africa,B. north pole,C. roof,D. canada,E. surface of earth
961,961,0,James wanted to stop competing.  What might he have been feeling?,competing,A. pressure,B. death,C. trying harder,D. quitting,E. winning or losing
3595,3595,0,Punishing innocent people with the death penalty should cause what?,punishing,A. public outrage,B. get angry,C. going to jail,D. feel guilty,E. hatred
4807,4807,2,What is someone likely to feel after reaching a tentative agreement?,reaching tentative agreement,A. uncertainty,B. relax,C. satisfaction,D. compromises,E. finished
2445,2445,3,Where is dust likely to be visible in sunlight?,dust,A. ground,B. restaurant,C. library,D. windowsill,E. carpet
1898,1898,0,Dan is very creative. He likes to read and wants to make something like that.   On a rainy day he tries his hand.  What might he do?,rainy day,A. write,B. go to movie,C. stay in bed,D. enjoy film,E. make bread
1383,1383,3,"If playing the saxophone wasn't enough, she also had to learn the choreographed moves on the field to perform with the what?",saxophone,A. music store,B. actors,C. store sells instruments,D. marching band,E. orchestra
2179,2179,4,WHen someone is talking too much it causes what in other people?,talking,A. dry mouth,B. misunderstandings,C. upset stomach,D. distraction,E. headaches
3949,3949,0,Susan was playing games with her five year old son Tim.  She played them because they were designed to help him with something.  What might they help a child with?,playing games,A. learning,B. competitiveness,C. losing,D. winning,E. relaxation
810,810,0,Where do you buy treats for kids over a counter?,counter,A. candy store,B. butcher shop,C. kitchen,D. auto repair shop,E. post office
450,450,1,HOw do you carry potatos home?,potato,A. grocery store,B. grocery bag,C. restaurants,D. farmer's market,E. bushel basket
1952,1952,2,Sometimes the wealth of another country will cause the greed of the leadership to attempt to do what?,greed,A. make friends,B. fight unfairly,C. conquer opponent,D. lie,E. play poker
4785,4785,0,What you viewing if you're not looking at paintings while visiting a museum?,visiting museum,A. seeing artifacts,B. shock,C. crowds,D. peace,E. being bored
4057,4057,0,Why do people socialize when they first get a new job?,socialize,A. meet new people,B. make friends,C. small talk,D. get a raise,E. talk to people
831,831,0,Where do you watch garbage?,garbage,A. television,B. dumpster,C. landfill,D. fox news,E. trashcan
3182,3182,0,Where on the U.S. coast would you find Hollywood?,coast,A. california,B. denmark,C. boulevard,D. country,E. united states
1482,1482,2,A poet may need to go where to achieve learning as an adult?,poet,A. classroom,B. english class,C. university,D. book store,E. home
4088,4088,3,Marmot's don't uisually live in buildings.They're most likely to be found where?,marmot,A. tree,B. rocky hillside,C. park,D. outside,E. vancouver island
2918,2918,1,"The group was great at communicating, their quality worked showed how well their what went?",communicating,A. progress,B. collaboration,C. static,D. coup,E. confusion
236,236,3,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",apple tree,A. ohio,B. washington state,C. alaska,D. canada,E. flowers
1799,1799,3,Where is a bunch of grapes likely to be carried in?,grape,A. fruit cocktail,B. wine press,C. a box,D. picnic basket,E. kitchen
1422,1422,4,The first or second floor is the safest from fire when you sleep where away from home?,second floor,A. house,B. office building,C. parking space,D. school,E. hotel
618,618,4,Where do people traditionally get information about the world?,information,A. book,B. meeting,C. television,D. guide,E. newspaper
4975,4975,0,what does skin cover?,skin,A. body,B. good health,C. tent,D. fruit,E. people
4055,4055,1,What do people in love do after they get married?,love,A. last forever,B. reproduce,C. hurt,D. obstruct justice,E. get
2589,2589,4,What may a person call people who are acting foolishly?,people,A. strange,B. kind,C. dumb,D. weird,E. stupid
846,846,2,Where is a snake likely to reside?,snake,A. tropics,B. nightmare,C. wyoming,D. bushes,E. feild
4904,4904,4,"The romantic vacation had gone perfectly, she had always wanted this moment of sitting at a cafe on the streets of where?",cafe,A. building,B. london,C. michigan,D. cobblestones,E. paris
2203,2203,3,"He was lost going up and down the long hall, it must've been a very what to contain a hall that long?",hall,A. prison,B. conference,C. dormitory,D. large building,E. inside
1270,1270,3,Where could you hear an organ being played?,organ,A. system,B. veterinarian,C. human body,D. cathedral,E. music store
4306,4306,2,Exercise seems foreign to those who are just plain what?,exercise,A. sloth,B. condition heart,C. lazy,D. work out,E. couch potato
3411,3411,0,What businesses  serve liquor?,liquor,A. bar,B. cabinet,C. fraternity house,D. soft drink,E. state farm
4737,4737,0,Where could you see a gentleman that is not real?,gentleman,A. movie,B. church,C. big house,D. a tv screen,E. tuxedo
3560,3560,0,What is the biggest group of people on the east coast where you will find skyscrapers?,skyscraper,A. new york city,B. big city,C. large city,D. metropolis,E. beach
1662,1662,4,What midwestern area is likely to have a marmot running free?,marmot,A. zoo,B. encyclopedia,C. jungle,D. countryside,E. great plains
2817,2817,0,You have to spend money at a ticket booth before entering what building for entertainment?,ticket booth,A. movie theater,B. venue,C. mall,D. clerk,E. auditorium
3663,3663,3,What would a soprano be a part of in church?,soprano,A. add high notes,B. opera house,C. choit,D. choir,E. movie
3725,3725,4,What could hydrogen be added to to cause it to explode?,hydrogen,A. universe,B. chemistry lab,C. ocean,D. texas,E. air
309,309,2,What might two people competing get into?,competing,A. stress,B. debate,C. argument,D. winning or losing,E. tension
3711,3711,4,Where do bees go to find wildflowers?,bee,A. united states,B. sky,C. beach,D. michigan,E. countryside
476,476,4,Where will a native lemur be found?,lemur,A. india,B. hole,C. cage,D. habitat,E. rain forest
326,326,2,"The little girl was raised selfish, she didn't even care when she was doing what?",care,A. crack,B. antipathy,C. being mean,D. disinterest,E. unfeeling
3872,3872,2,What could a real estate agent do if his or her customer wants to get a house?,real estate agent,A. misrepresent,B. cover up,C. offer price,D. deceive,E. leave town
709,709,4,What will happen if you are successful when committing suicide?,committing suicide,A. scars,B. being born,C. sorrow,D. misery,E. kill yourself
2455,2455,4,Where could you go on top of a superhighway?,superhighway,A. city,B. rural area,C. cyberspace,D. computer network,E. industrialized country
1003,1003,0,Where do people read newspapers while riding to work?,newspaper,A. subway,B. front door,C. lawn,D. bookstore,E. library
1002,1002,2,What should a student do if they want to learn how to build a bridge?,student,A. dance,B. talk,C. study engineering,D. play piano,E. answer question
2261,2261,4,Where does a drug dealer like to hang out?,drug dealer,A. supply drugs,B. prison,C. sell drugs,D. jail,E. nightclub
4185,4185,4,When people are playing sports for to long what happens?,playing sports,A. running,B. cheat,C. have fun,D. break out in purple polka dots,E. get tired
243,243,2,"The person put on lotion, what did they want?",person,A. fresh smell,B. good credit,C. smooth skin,D. fresh produce,E. headache
1282,1282,2,Sam  spent time chatting with friends about important things because he wanted to get what?,chatting with friends,A. love,B. happiness,C. answers,D. communication,E. money
4488,4488,4,"The act of traveling is simple, you're just what?",traveling,A. relocation,B. disorientation,C. meeting new people,D. statue,E. getting somewhere
2679,2679,3,What do most people often feel before meeting new people?,meeting people,A. being bored,B. making new friends,C. love,D. anxiety,E. happy
3698,3698,3,"The critic found the movie mediocre, but the public called him jaded as the majority found it what?",mediocre,A. distinguished,B. exceptional,C. beautiful,D. great,E. remarkable
1746,1746,4,Where is a tin likely to be stored?,tin,A. shopping bag,B. kitchen,C. hardware store,D. grocery store,E. cupboard
499,499,3,"There was a saucepan used only for marinara, where was it kept?",saucepan,A. georgia,B. the south pole,C. kitchen cupboard,D. italian restaurant,E. boil eggs
