,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
4007,4007,1,Bill saw a wild animal some place where he never expected to see one.  What might that place have been?,animal,A. zoo,B. cafe,C. park,D. outside,E. woodland
4884,4884,0,"James was a mean person, but he was also very what?",mean,A. generous,B. mean cruel,C. nice,D. friendly,E. kindness
834,834,3,What does a judge do when someone is convicted of a crime?,crime,A. conduct trial,B. arrest,C. bring in verdict,D. pass sentence,E. serve justice
2783,2783,4,What could describe accidents but not weddings?,accidents,A. happen to people,B. happen suddenly,C. happen anytime,D. happen anywhere,E. hurt people
4766,4766,2,"Curiosity caused a cat to jump on john's table, and knock over his lunch.  It was ruined.  He needed to get more, by doing what?",curiosity,A. find truth,B. examine thing,C. go to market,D. attend school,E. cooking
3243,3243,3,"The lawyer explained what committing perjury was, this was big case with high what?",committing perjury,A. arrest,B. shame,C. risk,D. tension,E. penalty
4289,4289,2,Where would you find a window in a house?,window,A. front door,B. space shuttle,C. wall,D. office,E. car
2955,2955,0,"If you're typing for a long time, what's a sign you should take a break?",typing,A. pain,B. carpal tunnel syndrome,C. letter,D. thirst,E. printed word
2985,2985,0,Where are you likely to to find a marmot other than the zoo?,marmot,A. wilderness,B. south america,C. jungle,D. in its den.,E. new zealand
4791,4791,0,Why might someone without much to do keep driving?,driving,A. boredom,B. enjoy,C. moving,D. fatigue,E. injuries
1332,1332,3,Someone who gets nervous and doesn't know how to dance might do what when they attempt to start dancing?,dance,A. wallflower,B. stand down,C. sitting still,D. stand still,E. standing still
3828,3828,1,"Dad is putting away folding chairs after a party, where does he store them?",folding chair,A. church,B. garage,C. attic,D. room,E. closet
4200,4200,1,"The cabin wasn't as small as it seemed.  It was, in fact, multiple bunkrooms connected by a what?",cabin,A. room,B. hall,C. palace,D. spacecraft,E. villa
2390,2390,4,What is someone likely hoping to gain from learning?,learning,A. teacher,B. dysfunction,C. intelligence,D. know more,E. more knowledge
292,292,0,what can years of playing tennis lead to?,playing tennis,A. tennis elbow,B. proffesional player,C. exercise,D. victory,E. becoming tired
3692,3692,1,What do tv studios use milk to mimic?,milk,A. liquid,B. water,C. fridge,D. lactose,E. calcium
3795,3795,2,"The small locally owned beauty salon had it's grand opening, people hoped it would boost the economy in the surrounding what?",beauty salon,A. clerk,B. barber shop,C. neighborhood,D. city,E. strip mall
2124,2124,0,Jill read the newspaper every morning and then threw it away.  Where might she have read the paper?,newspaper,A. subway,B. street,C. floor,D. front door,E. trash
3987,3987,1,Where might there be lots of different lawns?,lawn,A. united states,B. north america,C. michigan,D. golf course,E. the park
2327,2327,1,What is often the purpose of a shopping basket?,shopping basket,A. grocery store,B. shop,C. carrying goods,D. to hold onto,E. supermarkets
3749,3749,1,Where could you find 10 or 100 home that are not attached together?,home,A. denver,B. neighborhood,C. city or town,D. michigan,E. apartment building
3212,3212,2,"The contestant had a really smart design idea, he caught the judges attention by just being what?",smart,A. intelligent,B. garish,C. garish,D. ignorant,E. backward
4867,4867,0,What does a person sometimes do after they finish secondary education?,person,A. enter college,B. feel lonely,C. cross street,D. pass exams,E. graduate from high school
2675,2675,4,Where is not likely to use a card catalog for organizing?,card catalog,A. book store,B. library,C. find information resources,D. store,E. kitchen
374,374,3,"A common saying, Sam thought, was to go forth, also this.",forth,A. reverse,B. backwards,C. back and,D. back and,E. tally back
2468,2468,0,"What is something not optional, that I have to do?",optional,A. obligatory,B. mandatory,C. required,D. selective,E. compulsory
2574,2574,3,"If you get something,  you'll what it?",getting,A. being happy,B. in underpants drawer,C. wanting more,D. then have,E. headaches
78,78,0,James felt himself losing consciousness.  He was frightened.  He didn't want this.  He was scared of what?,losing consciousness,A. death,B. coma,C. peace,D. forgetfulness,E. loss of life
1110,1110,1,Evening comes after what?,evening,A. sunset,B. daytime,C. dawn,D. night,E. early morning
2870,2870,4,What would you put on your foot first before anything else?,foot,A. fungus,B. shoe,C. grave,D. table,E. sock
2685,2685,4,"If I want the very best japanese restaurant, I might look in a place with a japanese district, what sort of area is likely to have such a place?",japanese restaurant,A. large town,B. big city,C. major city,D. downtown,E. larger city
402,402,4,"They wanted to eat at home but the cupboards were barren, so they had to go what?",eat,A. cook dinner,B. eat,C. go back to work,D. make food,E. get food
3659,3659,4,What do customers do to a waiter after the waiter serves customers?,serve customers,A. help,B. greet,C. money,D. get paid,E. pay to
2851,2851,3,Where must a car park be?,car park,A. city,B. shopping centre,C. downtown,D. outside,E. city center
3642,3642,3,What will happen if you apply a heat source to combustible materials inside of a building with ill intentions?,starting fire,A. fire,B. burns,C. damage,D. go to jail,E. warmth
3682,3682,0,"The government was instituting civil action left and right, the people fought back and began to what?",instituting civil action,A. riot,B. go to jail,C. restitution,D. violence,E. court case
1380,1380,3,If you see cars with a light blinking on the driver's side what does that indicate they will do?,cars,A. slow down,B. go forward,C. get to town,D. turn left,E. turn right
420,420,4,What treatment might an old time doctor have tried to accomplish with leeches?,doctor,A. heart transplant,B. distance himself,C. perform surgery,D. study medicine,E. let blood
751,751,1,Where should an excavation never take place?,excavation,A. construction site,B. cemetary,C. building,D. city,E. archeological site
1286,1286,4,What happens when you cash in?,cash in,A. happiness,B. sell stock,C. celebrate,D. withdraw,E. get money
4895,4895,4,Where would you buy something from a clerk?,clerk,A. shop,B. post office,C. at hotel,D. airport,E. bookstore
2711,2711,2,What does a computer have to do before a program can exist?,program,A. write code,B. executable file,C. compile,D. think logically,E. get frustrated
2098,2098,1,Where can I go to see a really big toy balloon floating at the top of a dome?,toy balloon,A. parade,B. circus,C. amusement park,D. birthday party,E. magic show
2549,2549,0,You've got all the hiking gear but your car wont start so you might have to head to the main road to do this for a ride?,hiking,A. waving thumb in air,B. hitting the next vehicle,C. plan,D. special boots,E. adventure
959,959,3,What body of water is typically shallow water?,shallow water,A. lake,B. aquariums,C. swimming pool,D. pond,E. childrens pools
2586,2586,3,What time period did mammoth's live in?,mammoth,A. ancient times,B. museum exhibit,C. museum of natural history,D. prehistoric times,E. prehistory
3919,3919,4,Where would a weasel go if it is hungry?,weasel,A. court room,B. chicken coop,C. backyards,D. natural history museum,E. cherry tree
3802,3802,0,"Sally isn't beautiful.  She looks okay, just plain. But she doesn't think so. She has image issues and thinks that she's what?",beautiful,A. ugly,B. overweight,C. bad,D. average,E. hideous
1874,1874,3,What is it called when animals produce offspring?,animals,A. birth,B. reproduce asexually,C. lie down,D. procreate,E. feel pain
867,867,3,Where could you find an armchair that is used by only a few people?,armchair,A. doctor's office,B. hospital,C. apartment,D. study,E. furniture store
3895,3895,4,what is the end result of hiring a maid?,maid,A. clean bathroom,B. cleaning house,C. an affair,D. clean room,E. clean house
4226,4226,0,What happens when we fail at something we attempt?,attempt,A. leave,B. give up,C. trying,D. we get shunned,E. fail
3882,3882,0,Where would I put a rosebush if I did not want to keep it outside?,rosebush,A. pot,B. garden center,C. front lawn,D. formal garden,E. backyard
2646,2646,2,What country can a marmot be found?,marmot,A. american forest,B. north america,C. switzerland,D. northern climates,E. new zealand
2252,2252,1,"He wanted his chesterfield near his magazine rack, where does he put it?",chesterfield,A. ashtray,B. living room,C. museum,D. foyer,E. derbyshire
4674,4674,3,"When the pond near the train tracks froze over the local kids all played hockey, it was the stereotypical thing to do where?",train tracks,A. train station,B. michigan,C. alaska,D. canada,E. countryside
2733,2733,4,Joe has two caregivers.  One is his mother.  What might the other be?,child,A. adult,B. grown up,C. parent,D. grandmother,E. father
122,122,4,"The man uses grooming before a job interview, what is he trying to portray?",grooming,A. looking good,B. beauty,C. tardiness,D. handsomeness,E. neatness
2147,2147,3,Mandy was watching television because she had a long day.  She could do much else because she was experiencing what?,watching television,A. joy,B. addiction,C. relaxation,D. fatigue,E. headaches
4507,4507,4,"Charlie had a desire to learn, but didn't live near a school, so what did he do?",desire to learn,A. attend school,B. understand better,C. memorize,D. work in cafe,E. read book
4039,4039,0,What colors are in the RBG model?,blue,A. red green,B. sky,C. rainbow,D. orange red,E. red yellow
3287,3287,1,"The jury determined he was guilty of the crime, and decided that the judge must do what for the victim?",crime,A. conduct trial,B. serve justice,C. pass sentence,D. bring in verdict,E. go to war
830,830,4,"The police man was waving flares, what did he do with the impatient car?",policeman,A. book robber,B. he had a word with the driver.,C. believe guilty,D. direct traffic,E. wave on
3586,3586,2,"James needed more sleep at night, so he did what earlier?",sleep at night,A. get into bed,B. closed his eyes,C. go to sleep,D. relax,E. rest
3253,3253,2,"The automobile was left outside when the man got home from work, where was i left?",automobile,A. exit ramp,B. repair shop,C. driveway,D. front yard,E. garage
4528,4528,2,"The tourists swam in a swimming pool, isolated from the rest of the country, where were they?",swimming pool,A. in a jungle.,B. ymca,C. resort hotel,D. california,E. motel
562,562,4,What is a negative effect to someone other than a spouse when two spouses are getting divorced?,getting divorce,A. lot of grief,B. depression,C. no spouse,D. lose money,E. children suffer
