,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
225,46163,anetv_NSMAftE6fb4,16827,One surfer catches a wave and rides it while a surfer rides the same wave in the opposite direction while dodging other surfers sitting on their boards. Another surfer,One surfer catches a wave and rides it while a surfer rides the same wave in the opposite direction while dodging other surfers sitting on their boards.,Another surfer,gold,finds a wave and is quickly engulfed in water.,paddles to hold tricks onto the wave.,falls on a screen with the surf.,"joins the children on shore, their father and mother sitting next to the ocean waves.",0
884,26935,lsmdc3053_PARENTAL_GUIDANCE-25643,15840,A stick - thin woman with a copper red bob and severe features coaches her. Someone glumly,A stick - thin woman with a copper red bob and severe features coaches her.,Someone glumly,gold,comes out of the rehearsal room.,bolts in and puts his head in.,scans the brow of another blow and sends her flying hard to follow.,watches the birds her shot.,0
348,44840,lsmdc0001_American_Beauty-46048,12623,"Someone stands, looking a little panicked. Someone pulls on his T - shirt, and both he and someone","Someone stands, looking a little panicked.","Someone pulls on his T - shirt, and both he and someone",gen,hurry down a hallway.,play with their children.,"stare at the drones, muscle and tense.",are in the bus.,0
688,31139,lsmdc0050_Indiana_Jones_and_the_last_crusade-69831,14634,"Someone picks up the Cross. As someone stands watching the other men digging, someone",Someone picks up the Cross.,"As someone stands watching the other men digging, someone",gold,grabs someone's arm and punches him in the face.,"unwraps a small, framed picture of someone and someone beside it.",cautiously reaches out menacingly but waits in the doorway.,puts the cross in his pants and begins to pull himself up a rope hanging nearby.,3
570,66520,anetv_VpfLfFtu0d8,6987,A man talks to the camera in a kitchen. The man,A man talks to the camera in a kitchen.,The man,gen,demonstrates using a knife.,tries to dry the equipment.,then places ingredients on a kitchen.,sits in the chair with red and cooks aluminum.,0
641,5063,lsmdc3072_THE_GIRL_WITH_THE_DRAGON_TATTOO-33226,17268,"Now, at a Christmas gathering, someone faces his lover, her husband and a brunette. Someone","Now, at a Christmas gathering, someone faces his lover, her husband and a brunette.",Someone,gold,heads down a hill.,notices a teen with dark hair watching him.,"stares after the departing biker, then heads off.",to the market.,1
116,11443,anetv_FEqLmpNzxdg,12059,A man is holding a small fish in his hand talking. A fish,A man is holding a small fish in his hand talking.,A fish,gen,is seen floating away from the water.,is shown under the water.,is swimming to the ocean.,is swimming around fish.,1
518,4578,lsmdc1038_The_Great_Gatsby-87499,11215,"As someone watches, he remembers some time before, in uniform, dancing with someone and kissing her. Someone","As someone watches, he remembers some time before, in uniform, dancing with someone and kissing her.",Someone,gen,feels her way inside someone's house with the share of their pursuers.,"leaves a bit behind her, aiming at someone in an ashtray.",watches on the dance floor.,watches her carry the body to the bed on someone's bed.,2
36,29513,lsmdc0014_Ist_das_Leben_nicht_schoen-54957,7544,The front lights are broken and the fender is ripped. Someone,The front lights are broken and the fender is ripped.,Someone,gold,bumps into a blue ambulance.,"stands unsteadily near the car, shaken by the accident.",winds through the wooden pane at the door at the automatically closing door.,can be seen calling up the meat.,1
805,8816,lsmdc1012_Unbreakable-7145,10321,"Very slowly, he lifts his head, the flames still flickering behind him. He","Very slowly, he lifts his head, the flames still flickering behind him.",He,gold,"bends over, picks up the bloody book from the head of the stethoscope and takes it.",looking up to find his clock which appears to be far ahead.,is trying to break someone from falling until the chair fall.,has a thoughtful expression on his face and does n't meet the man's eyes.,3
531,61654,anetv_sPSfixKrDc0,5630,The man then begins stacking objects together and painting around the side. The man then,The man then begins stacking objects together and painting around the side.,The man then,gen,moves the hammer around and ends by painting back on the wall.,cuts the wax down using a green tool but at the bottom of the roof to adjust it.,moves the brush all around the machine while the camera zooms in.,moves white kicking paper back and fourth on the machines while still moving back and fourth.,2
751,24078,lsmdc3007_A_THOUSAND_WORDS-3763,12955,Young someone sits at a kitchen table as his mother carries in a roasting pot. Someone,Young someone sits at a kitchen table as his mother carries in a roasting pot.,Someone,gold,"slips on her coat, revealing a badge which contains a plaque.",lifts up a small cup of gleaming detonator tongs and swings.,smiles as he sits with them.,cuts a box and heads towards him.,2
725,40121,anetv_2zohqWPmeQU,19172,A man scrapes the paint off the chair with a scraper. He,A man scrapes the paint off the chair with a scraper.,He,gold,then uses a big hose to paint the metal.,"shows off a bucket of paint, and uses the white paint to coat the chair.",continues to brush tiles all over the tile.,slices a red cloth then starts wiping it with an electric paper.,1
843,9021,anetv_VqTyewe2R1A,3089,"Then, the marching band stops playing for a little bit, then it resumes. A woman","Then, the marching band stops playing for a little bit, then it resumes.",A woman,gen,is singing while playing the guitar by continuing to play the bagpipes.,walks into the circle and talks.,arrives in front of people is watching.,holds a top door a few times before starting the horse.,1
561,10342,anetv_FL9yhHtoc6c,8454,They move their hands as they lift their right leg up high while dancing. Then they shake their hips and their heads they,They move their hands as they lift their right leg up high while dancing.,Then they shake their hips and their heads they,gen,roll over all the way over to the mats.,started to continue to dance.,put on their bellies making it be the end.,play all hug each other.,1
308,4986,anetv_uElCsF1fOgE,10393,People are dancing in a street. People,People are dancing in a street.,People,gold,are standing on a platform flipping the kites in their hands.,are standing on the sidelines watching them.,are riding on a dance competition.,is recording her and talking to the camera.,1
223,15469,lsmdc1057_Seven_pounds-97930,9713,"She stares at him expectantly, opens her eyes wide and furrows her brows. Someone","She stares at him expectantly, opens her eyes wide and furrows her brows.",Someone,gold,"removes his trousers, and hands someone a notebook.",wears a dark melon raven - style mustache.,bends down itself and touches her cheek.,meets her gaze blankly.,3
243,48411,anetv_jzVxdBzCuoM,2666,A young girl is shown doing a split and leads into several clips of her cheerleading with others. The same girl,A young girl is shown doing a split and leads into several clips of her cheerleading with others.,The same girl,gold,does her handsprings and flips on.,is then shown helping with riders speaking to the camera.,is shown warming up and stretching as well as competing on stage and interviewing the news.,is now seen in slow motion with the camera and then standing laughing.,2
523,16568,anetv_Lp3c3nwHrqM,9435,A woman is seated in her kitchen. She,A woman is seated in her kitchen.,She,gen,sprays mops with the squeegee.,is walking on a sidewalk pushing a lawn mower.,is holding a drink of water.,is talking about some cleaning dishes.,2
55,13035,anetv_5HEunlL4nF0,12526,The girl walks around the room back and fourth while holding a tennis racket and hitting a ball. The girl,The girl walks around the room back and fourth while holding a tennis racket and hitting a ball.,The girl,gold,swing down and hits the ball with a stick.,uses a stick to hit the ball back and fourth.,continues to hit the ball around while the camera watches.,continues hitting the ball around and ends by running around and sitting around with her.,2
476,13629,anetv_s0N0PzdwVik,3534,The camera zooms in on the man playing on the stage. The man,The camera zooms in on the man playing on the stage.,The man,gold,finishes and raises his hand in the air and walks off the stage.,grabs his microphone to show more clips of the boy playing with the boy and camera leads into the audience playing.,put his stick and the woman then started to pull on a red instrument when a group of men play instruments in the background.,finishes playing and picks up a british ornament.,0
764,21581,lsmdc3014_CAPTAIN_AMERICA-5369,8984,"The Nazi officer places the box he removed from the tower onto a table. As the officer opens the box and releases bright blue light, someone",The Nazi officer places the box he removed from the tower onto a table.,"As the officer opens the box and releases bright blue light, someone",gold,takes the glass from his pouch.,shows him a handheld tool.,puts on glasses with dark lenses.,and someone approach people nearby.,2
